Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Price,Image Src,Image Command
silla-priamo-alta-cafe,Silla Priamo Alta Cafe,Title,Default Title,VC351,179900.0,https://vicca.cl/media/catalog/product/s/i/silla_priamo_cafe_alta_2_vicca.jpg,MERGE
silla-priamo-fija-trineo-negra,Silla Priamo Fija Negra,Title,Default Title,VC354,125000.0,https://vicca.cl/media/catalog/product/s/i/silla_priamo_fija_trineo_negra_1_vicca.jpg,MERGE
silla-big-boss,Silla Big Boss,Title,Default Title,VC359,150000.0,https://vicca.cl/media/catalog/product/i/m/imagen_01.jpg,MERGE
silla-universitaria-uni,Silla Universitaria Uni,Title,Default Title,VC363,79617.0,https://vicca.cl/media/catalog/product/s/i/silla_universitaria_uni_1_vicca.jpg,MERGE
silla-cuba,Silla Cuba Negra Br fijo,Title,Default Title,VC365,81000.0,https://vicca.cl/media/catalog/product/c/u/cuba.jpg,MERGE
silla-aria,Silla Aria,Title,Default Title,VC366,104000.0,https://vicca.cl/media/catalog/product/s/i/silla_aria_para_oficina_1_vicca.jpg,MERGE
taburete-race-colores,Taburete Race,Title,Default Title,VC367,122000.0,https://vicca.cl/media/catalog/product/t/a/taburete_race_oficina_hogar_2_vicca.jpg,MERGE
silla-mirror,Silla Mirror,Title,Default Title,VC372,89990.0,https://vicca.cl/media/catalog/product/s/i/silla_mirror_visita_vicca.jpg,MERGE
silla-alia-tapizada-alta,Silla Alia  ALta Tapizada ,Title,Default Title,VC374,1270000.0,https://vicca.cl/media/catalog/product/s/i/silla_alia_gerencial_directoria_vicca_3.jpg,MERGE
silla-alia-alta,Silla Alia Alta Malla ,Title,Default Title,VC375,1199000.0,https://vicca.cl/media/catalog/product/s/i/silla_alia_alta_malla_gerencial_2.jpg,MERGE
silla-q3-gris,Silla Q3 Gris,Title,Default Title,VC376,199000.0,https://vicca.cl/media/catalog/product/s/i/silla_q3_gris_vicca.jpg,MERGE
silla-big-boss-blanca,Silla Big Boss Blanca,Title,Default Title,VC378,199000.0,https://vicca.cl/media/catalog/product/s/i/silla_big_boss_blanca_estructura_vicca_1.jpg,MERGE
taburete-bakhita,Taburete Bakhita,Title,Default Title,VC382,166000.0,https://vicca.cl/media/catalog/product/b/a/bakhita_taburete_gris_oscuro_1.jpg,MERGE
banqueta-kyos-respaldo-malla,Banqueta Kyos Respaldo Malla,Title,Default Title,VC384,390000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_kyos_vicca.jpg,MERGE
silla-universitaria-iso-revolution-malla,Silla Iso Revolution Universitaria Malla,Title,Default Title,VC386,177000.0,https://vicca.cl/media/catalog/product/s/i/silla_iso_revolution_universitaria_vicca_2.jpg,MERGE
silla-universitaria-kyos-malla,Silla Universitaria Kyos Malla,Title,Default Title,VC387,174000.0,https://vicca.cl/media/catalog/product/s/i/silla_kyos_universitaria_malla_vicca_2.jpg,MERGE
silla-universitaria-kyos-respaldo-plastico-asiento-tapizado,Silla Universitaria Kyos Respaldo Plastico,Title,Default Title,VC388,144000.0,https://vicca.cl/media/catalog/product/s/i/silla_kyos_unv._02.jpg,MERGE
silla-sophie-beige-hogar-diseno,Silla Sophie Beige,Title,Default Title,VC389,64000.0,https://vicca.cl/media/catalog/product/s/i/silla_sophie_beige_vicca_1_2.jpg,MERGE
banqueta-cosmos-pata-luna-cromada,Banqueta Cosmos Pata Luna Cromada,Title,Default Title,VC391,161000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_cosmos_pata_luna_cromada_vicca_1.jpg,MERGE
banqueta-cosmos-pata-recta,Banqueta Cosmos Pata Splitz,Title,Default Title,VC392,128000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_cosmos_pata_recta_vicca.jpg,MERGE
banqueta-spring-tapizada-pata-recta-negra,"Banqueta Spring Tapizada, Pata Recta",Title,Default Title,VC395,160000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_iso_smart_pata_recta.jpg,MERGE
banqueta-iso-plastica,Banqueta Iso Plastica,Title,Default Title,VC396,120000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_iso_plastica_vicca.jpg,MERGE
silla-universitaria-novaiso,Silla Universitaria Iso,Title,Default Title,VC397,66000.0,https://vicca.cl/media/catalog/product/s/i/silla_novaiso_universitaria_italiana_vicca.jpg,MERGE
silla-universitaria-iso-smart-italiana-mixta,Silla Universitaria Spring Mixta,Title,Default Title,VC399,82770.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2025-03-21_a_la_s_11.23.41.png,MERGE
silla-universitaria-isosceles-tapizada,Silla Universitaria Isosceles ,Title,Default Title,VC400,85000.0,https://vicca.cl/media/catalog/product/s/i/silla_isosceles_uniersitaria_paleta_nacional_i.jpg,MERGE
banqueta-alice-polipropileno-plastico-pata-luna-cromada,Banqueta Alice Polipropileno Pata Luna Cromada,Title,Default Title,VC403,180000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_alice_pata_luna_vicca_2.jpg,MERGE
banqueta-alice-polipropileno-plastico-pata-splitz,Banqueta Alice Polipropileno ,Title,Default Title,VC404,144000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_alice_pata_recta_vicca_1_3.jpg,MERGE
banqueta-alice-mixta-pata-splitz,Banqueta Alice Mixta,Title,Default Title,VC405,185000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_alice_mixta_pata_recta_splitz_vicca_3_2.jpg,MERGE
banqueta-alice-tapizada,Banqueta Alice Tapizada,Title,Default Title,VC406,212000.0,https://vicca.cl/media/catalog/product/a/l/alice_pata_luna_3_cuerpos_tapizada_i.jpg,MERGE
silla-tossy,Silla Tossy,Title,Default Title,VC414,128000.0,https://vicca.cl/media/catalog/product/s/i/silla_tossy_oficina_vicca_1.jpg,MERGE
silla-shell-tapizada-completa,Silla Shell Tapizada,Title,Default Title,VC415,115000.0,https://vicca.cl/media/catalog/product/s/i/silla_shell_tapizada_visita_vicca_1.jpg,MERGE
silla-shell-asiento-tapizado,Silla Shell Asiento Tapizado,Title,Default Title,VC416,101000.0,https://vicca.cl/media/catalog/product/s/i/silla_shell_respaldo_plastico_y_asiento_tapizado_visita_vicca_3_1.jpg,MERGE
silla-delta-malla-trineo,Silla Delta Malla Trineo,Title,Default Title,VC417,166000.0,https://vicca.cl/media/catalog/product/s/i/silla_alpha_respaldo_malla_base_trineo_cromada_vicca.jpg,MERGE
silla-delta-polipropilenp-plastico,Silla Delta Polipropileno,Title,Default Title,VC418,120000.0,https://vicca.cl/media/catalog/product/s/i/silla_alpha_respaldo_y_asiento_polipropileno_patas_cromadas_vicca.jpg,MERGE
silla-delta-asiento-tapizado-respaldo-polipropileno,Silla Delta Asiento Tapizado,Title,Default Title,VC419,130000.0,https://vicca.cl/media/catalog/product/s/i/silla_alpha_asiento_tapizado_respaldo_polipropileno_patas_cromadas_vicca.jpg,MERGE
silla-yes-negra,Silla YES Negra,Title,Default Title,VC420,77000.0,https://vicca.cl/media/catalog/product/s/i/silla_yes_4_patas_cromadas_o_negras_vicca_1.jpg,MERGE
silla-cob-okamura,Silla Cob,Title,Default Title,VC423,240336.0,https://vicca.cl/media/catalog/product/c/o/cob_2.jpg,MERGE
poltrona-fire,Poltrona Fire,Title,Default Title,VC424,448500.0,https://vicca.cl/media/catalog/product/p/o/poltrona_danae_italiano_base_aluminio_tapiz_a_eleccion_vicca_1.jpg,MERGE
poltrona-frida-gris-perla,Poltrona Frida Gris Perla,Title,Default Title,VC425,136000.0,https://vicca.cl/media/catalog/product/p/o/poltrona_frida_hogar_sala_de_estar_vicca_1.jpg,MERGE
silla-logan-tapizada,Silla Logan Tapizada,Title,Default Title,VC427,114000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_visita_tapizada.jpg,MERGE
silla-logan-asiento-tapizado-respaldo-malla,Silla Logan Respaldo Malla Asiento Tapizado ,Title,Default Title,VC428,108000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_visita_asiento_tapizado_respaldo_malla_vicca_1.jpg,MERGE
silla-logan-respaldo-polipropileno-asiento-tapizado,Silla Logan Respaldo Polipropileno Asiento Tapizado,Title,Default Title,VC429,99000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_visita_respaldo_polipropileno_asiento_tapizado_vicca_1.jpg,MERGE
silla-logan-polipropileno,Silla Logan Polipropileno,Title,Default Title,VC430,90000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_visita_polipropileno_vicca_1.jpg,MERGE
escritorio-mapi-smart-electrico-ajustable-altura,Escritorio Mapi Smart Eléctrico,Title,Default Title,VC431,700000.0,https://vicca.cl/media/catalog/product/e/s/escritorio_mapi_smart_electrico_regulable_altura_vicca_1.jpg,MERGE
poltrona-cardin-alto,Poltrona Cardin Alto,Title,Default Title,VC432,850000.0,https://vicca.cl/media/catalog/product/p/o/poltrona_cardin_italiano_vicca3_1.jpg,MERGE
poltrona-cardin-medio,Poltrona Cardin Medio,Title,Default Title,VC433,699000.0,https://vicca.cl/media/catalog/product/p/o/poltrona_cardin_medio_italiano_vicca_1.jpg,MERGE
poltrona-carmena,Poltrona Carmena,Title,Default Title,VC434,600550.0,https://vicca.cl/media/catalog/product/p/o/poltrona_carmena_vicca_1_2_.jpg,MERGE
silla-flexa-base-negra,Silla Flexa Base Negra,Title,Default Title,VC435,333000.0,https://vicca.cl/media/catalog/product/s/i/silla_flexa_ejecutiva_vicca_1.jpg,MERGE
silla-crono,Silla Crono Media Tapizada ,Title,Default Title,VC437,707000.0,https://vicca.cl/media/catalog/product/s/i/silla_cronos_reunion_vicca_2.jpg,MERGE
silla-aurelia-media,Silla Aurelia Media,Title,Default Title,VC438,777000.0,https://vicca.cl/media/catalog/product/s/i/silla_aurelia_media_reunion_gerencia_vicca.jpg,MERGE
silla-aurelia-alta,Silla Aurelia Alta,Title,Default Title,VC439,788000.0,https://vicca.cl/media/catalog/product/s/i/silla_aurelia_reunion_gerencia_vicca.jpg,MERGE
sofa-sofia,Sofá Sofia,Title,Default Title,VC441,198500.0,https://vicca.cl/media/catalog/product/s/o/sofa_modular_sofia_gris_1_vicca.jpg,MERGE
silla-logan-polipropileno-trineo,Silla Logan Polipropileno Trineo,Title,Default Title,VC442,122000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_base_trineo_polipropileno.jpg,MERGE
silla-logan-tapizada-trineo,Silla Logan Tapizada Trineo,Title,Default Title,VC443,144000.0,https://vicca.cl/media/catalog/product/s/i/silla_logan_base_trineo_tapizada_vicca.jpg,MERGE
cajonera-metalica-nex-2-cajones-1-kardex-movil,Cajonera Metálica Nex 2C1K,Title,Default Title,VC444,133100.0,https://vicca.cl/media/catalog/product/c/a/cajonera_metalica_movil_vicca.jpg,MERGE
cajonera-metalica-mob-3-cajones-movil,Cajonera Metálica Mob 3C,Title,Default Title,VC445,215000.0,https://vicca.cl/media/catalog/product/c/a/cajonera_metalica_mob_movil_1_vicca_3.jpg,MERGE
cajonera-metalica-mob-1-cajon-1-kardex-movil,Cajonera Metálica Mob 1C1K,Title,Default Title,VC446,188800.0,https://vicca.cl/media/catalog/product/c/a/cajonera_metalica_mob_1c1k_vicca_1.jpg,MERGE
cajonera-metalica-mob-2-cajones-1-kardex-fija,"Cajonera Metálica Mob 2C1K, Sin ruedas",Title,Default Title,VC447,240000.0,https://vicca.cl/media/catalog/product/c/a/cajonera_metalica_mob_2c1k_vicca_1.jpg,MERGE
estacion-trabajo-grupal-para-2-personas-corchete-abierto,Estacion Trabajo Grupal 2 Personas,Title,Default Title,VC448,633000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_grupal_2_personas_vicca_corchete_metalico_abierto_4_3.jpg,MERGE
estacion-trabajo-grupal-para-4-personas-corchete-abierto,Estacion Trabajo Grupal 4 Personas,Title,Default Title,VC449,1265000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_grupal_4_personas_vicca_corchete_metalico_abierto_2_3.jpg,MERGE
estacion-trabajo-grupal-para-6-personas-corchete-abierto,Estacion Trabajo Grupal 6 Personas,Title,Default Title,VC450,1880000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_grupal_6_personas_vicca_corchete_metalico_abierto_3_2.jpg,MERGE
estacion-trabajo-grupal-para-2-personas-corchete-cerrado,Estacion Trabajo Grupal 2 Personas Corchete Cerrado,Title,Default Title,VC451,667000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_2_personas_estructura_metalica_corchete_cerrado_vicca_3_1.jpg,MERGE
estacion-trabajo-grupal-para-4-personas-corchete-cerrado,Estacion Trabajo Grupal 4 Personas Corchete Cerrado,Title,Default Title,VC452,1315000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_4_personas_estructura_metalica_corchete_cerrado_vicca_2_1.jpg,MERGE
estacion-trabajo-grupal-para-6-personas-corchete-cerrado,Estacion Trabajo Grupal 6 Personas Corchete Cerrado,Title,Default Title,VC453,1963000.0,https://vicca.cl/media/catalog/product/e/s/estacion_de_trabajo_6_personas_estructura_metalica_corchete_cerrado_vicca_3_1-min.jpg,MERGE
taburete-cosmos,Taburete Cosmos,Title,Default Title,VC454,66000.0,https://vicca.cl/media/catalog/product/t/a/taburuete_cosmos_vicca_1.jpg,MERGE
banqueta-iso-pata-splitz-cromada,Banqueta Iso Pata Splitz Cromada,Title,Default Title,VC456,180000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_iso_pata_splitz_cromada_vicca_1.jpg,MERGE
silla-r6,Silla R6,Title,Default Title,VC457,126600.0,https://vicca.cl/media/catalog/product/s/i/silla_r6_oficina_operativa_vicca_1.jpg,MERGE
silla-r6-blanca,Silla R6 gris,Title,Default Title,VC458,148000.0,https://vicca.cl/media/catalog/product/s/i/silla_r6_blanca_oficina_operativa_vicca_1.jpg,MERGE
pouf-momo,Pouf Momo,Title,Default Title,VC462,187000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2024-06-18_a_la_s_15.44.24.png,MERGE
banqueta-logan-respaldo-polipropileno-asiento-tapizado,Banqueta Logan Respaldo Polipropileno Asiento Tapizado,Title,Default Title,VC466,266000.0,https://vicca.cl/media/catalog/product/b/a/banqueta_logan_asiento_tapizado_respaldo_polipropileno_pata_200_gm_vicca_2_-min.jpg,MERGE
silla-karl,Silla Karl,Title,Default Title,VC471,126041.0,https://vicca.cl/media/catalog/product/s/i/silla_karl_ejecutiva_ergonomica_oficina_vicca_4_1.jpg,MERGE
silla-logan-cajero,Silla Logan Cajero,Title,Default Title,VC479,207000.0,https://vicca.cl/media/catalog/product/4/0/408_logan_cajero_02.jpg,MERGE
silla-tullio-negra,Silla Tullio Negra ,Title,Default Title,VC480,177000.0,https://vicca.cl/media/catalog/product/4/6/468_tullio_base_split_680_02.jpg,MERGE
silla-logan-giratoria-malla,Silla Logan Giratoria Malla,Title,Default Title,VC481,177000.0,https://vicca.cl/media/catalog/product/g/i/giratoria-01_0.jpg,MERGE
taburete-abuela,Taburete Abuela,Title,Default Title,VC486,155500.0,https://vicca.cl/media/catalog/product/t/a/taburete_abuela_gris_claro_2_2.jpg,MERGE
taburete-living,Taburete Living ,Title,Default Title,VC488,88000.0,https://vicca.cl/media/catalog/product/4/0/403_living_taburete_02.jpg,MERGE
silla-clep,Silla Clep,Title,Default Title,VC490,72000.0,https://vicca.cl/media/catalog/product/i/m/imagen3_1_1.png,MERGE
silla-cubo-cajero,Silla Cubo Cajero,Title,Default Title,VC491,124000.0,https://vicca.cl/media/catalog/product/c/u/cubo_cajero_002.jpg,MERGE
silla-gala,Silla Gala,Title,Default Title,VC492,184400.0,https://vicca.cl/media/catalog/product/i/m/imagen17_1.png,MERGE
silla-job-cajero,Silla Job Cajero ,Title,Default Title,VC493,134000.0,https://vicca.cl/media/catalog/product/i/m/imagen15_1_.png,MERGE
poltrona-loto,Poltrona Loto,Title,Default Title,VC499,203000.0,https://vicca.cl/media/catalog/product/i/m/imagen1_3_2.png,MERGE
silla-thor,Silla Thor ,Title,Default Title,VC501,218000.0,https://vicca.cl/media/catalog/product/i/m/imagen6_3_1.png,MERGE
silla-work-up,Silla Work Up,Title,Default Title,VC502,165200.0,https://vicca.cl/media/catalog/product/i/m/imagen14_1_1.png,MERGE
sofa-giotto,Sofá Giotto,Title,Default Title,VC503,409760.0,https://vicca.cl/media/catalog/product/i/m/imagen1_5.png,MERGE
silla-contessa-seconda,Silla Contessa Seconda ,Title,Default Title,VC505,1440000.0,https://vicca.cl/media/catalog/product/c/o/contessa_seconda_negra_da_02.jpg,MERGE
silla-focus,Silla Focus,Title,Default Title,VC470,186000.0,https://vicca.cl/media/catalog/product/f/o/focus-s-cab-2-min.jpg,MERGE
silla-job-negra,Silla Job ,Title,Default Title,VC513,127000.0,https://vicca.cl/media/catalog/product/j/o/job_2_1.png,MERGE
escritorio,Escritorio Simple,Title,Default Title,VC514,134500.0,https://vicca.cl/media/catalog/product/e/s/escritorio-simple-120-x-60.jpg,MERGE
silla-bora-tortora-nardi,Silla Bora Tortora Nardi,Title,Default Title,VC515,88800.0,https://vicca.cl/media/catalog/product/s/i/silla-bora-tortora-01_4.jpg,MERGE
taburete-lido-rojo-nardi,Taburete Lido Rojo Nardi,Title,Default Title,VC516,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-lido-rojo-01_5.jpg,MERGE
mesa-tolix-alta,Mesa Tolix ,Title,Default Title,VC517,133000.0,https://vicca.cl/media/catalog/product/w/h/whatsapp_image_2024-04-04_at_2.41.49_pm.jpeg,MERGE
mesa-net,Mesa Net,Title,Default Title,VC521,105040.0,https://vicca.cl/media/catalog/product/n/e/net-mesa-grafito-min.jpg,MERGE
mesa-clip-grafito-80,Mesa Clip 80 ,Title,Default Title,VC525,177700.0,https://vicca.cl/media/catalog/product/m/e/mesa-clip-80-grafito-01.jpg,MERGE
mesa-clip-grafito-70,Mesa Clip 70 ,Title,Default Title,VC526,166600.0,https://vicca.cl/media/catalog/product/m/e/mesa-clip70-grafito.jpg,MERGE
mesa-cube-grafito-70,Mesa Cube 70 Grafito ,Title,Default Title,VC527,202160.0,https://vicca.cl/media/catalog/product/m/e/mesa-cube-70-01.jpg,MERGE
mesa-cube-grafito-80,Mesa Cube 80 Grafito ,Title,Default Title,VC528,213390.0,https://vicca.cl/media/catalog/product/m/e/mesa-cube-70-01_1.jpg,MERGE
mesa-levante-rectangular-grafito,Mesa Levante Rectangular Grafito ,Title,Default Title,VC530,500290.0,https://vicca.cl/media/catalog/product/m/e/mesa-levante-grafito-01.jpg,MERGE
mesa-lateral-pop-tortora,Mesa Lateral Pop Tortora,Title,Default Title,VC533,55600.0,https://vicca.cl/media/catalog/product/m/p/mpoptortora01.jpg,MERGE
mesa-rio-grafito-140,Mesa Rio 140 Grafito ,Title,Default Title,VC534,661620.0,https://vicca.cl/media/catalog/product/m/e/mesa-rio140-bcasual-01.jpg,MERGE
mesa-rio-tortora-140,Mesa Rio 140 Tortora ,Title,Default Title,VC535,661620.0,https://vicca.cl/media/catalog/product/m/e/mesa-rio140-bcasual-tortora-01.jpg,MERGE
mesa-rio-tortora-210,Mesa Rio 210 Tortora,Title,Default Title,VC537,1174160.0,https://vicca.cl/media/catalog/product/m/e/mesa-rio210-bcasual-tortora-01.jpg,MERGE
mesa-lateral-rodi-grafito,Mesa Lateral Rodi Grafito ,Title,Default Title,VC538,51300.0,https://vicca.cl/media/catalog/product/m/e/mesa-rodi-grafito-01-1.jpg,MERGE
mesa-lateral-rodi-tortora,Mesa Lateral Rodi Tortora ,Title,Default Title,VC539,51300.0,https://vicca.cl/media/catalog/product/m/e/mesa-rodi-tortora-01-1.jpg,MERGE
mesa-split-blanca,Mesa Sprit Blanca ,Title,Default Title,VC540,75560.0,https://vicca.cl/media/catalog/product/m/e/mesa-spritz-blanca-01.jpg,MERGE
mesa-split-negra,Mesa Sprit Negra ,Title,Default Title,VC541,75560.0,https://vicca.cl/media/catalog/product/m/e/mesa-spritz-grafito-01.jpg,MERGE
mesa-step-negra,Mesa Step Grafito ,Title,Default Title,VC542,75560.0,https://vicca.cl/media/catalog/product/m/e/mesa-step-grafito-01_2.jpg,MERGE
reposera-atlantico-grafito,Reposera Atlántico Grafito ,Title,Default Title,VC626,313000.0,https://vicca.cl/media/catalog/product/r/e/reposera-atlantico-grafito-01.jpg,MERGE
silla-bora-roja-nardi,Silla Bora Roja Nardi,Title,Default Title,VC548,88800.0,https://vicca.cl/media/catalog/product/s/i/silla-bora-roja-01_2.jpg,MERGE
silla-bora-grafito-nardi,Silla Bora Grafito Nardi,Title,Default Title,VC549,88800.0,https://vicca.cl/media/catalog/product/s/i/silla-bora-grafito-01_1_.jpg,MERGE
silla-bit-tortora-nardi,Silla Bit  Nardi Colores,Title,Default Title,VC550,92200.0,https://vicca.cl/media/catalog/product/s/i/silla-bit-tortora-01_2.jpg,MERGE
silla-bit-grafito-nardi,Silla Bit Grafito Nardi ,Title,Default Title,VC552,92200.0,https://vicca.cl/media/catalog/product/s/i/silla-bit-grafito-01_1_.jpg,MERGE
silla-trill-ottanio-apoyabrazos-nardi,Silla Trill Ottanio con Apoyabrazos Nardi,Title,Default Title,VC553,95500.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-brazo-ottanio-nardi_2.jpg,MERGE
silla-trill-grafito-apoyabrazos-nardi,Silla Trill Grafito con Apoyabrazos Nardi,Title,Default Title,VC554,95500.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-brazo-grafito-nardi_2.jpg,MERGE
silla-trill-agave-apoyabrazos-nardi,Silla Trill Agave con Apoyabrazos Nardi,Title,Default Title,VC555,95500.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-brazo-agave-nardi_3.jpg,MERGE
silla-costa-grafito,Silla Costa Grafito ,Title,Default Title,VC557,79990.0,https://vicca.cl/media/catalog/product/s/i/silla-costa-grafito-01_3.jpg,MERGE
silla-costa-tortora,Silla Costa Tortora,Title,Default Title,VC558,79990.0,https://vicca.cl/media/catalog/product/s/i/silla-costa-tortora-01_1.jpg,MERGE
silla-net-grafito,Silla Net Grafito,Title,Default Title,VC560,100900.0,https://vicca.cl/media/catalog/product/s/i/silla-net-grafito-01_2.jpg,MERGE
silla-net-tortora,Silla Net Tortora,Title,Default Title,VC562,100900.0,https://vicca.cl/media/catalog/product/s/i/silla-net-tortora-01_2.jpg,MERGE
silla-net-salice,Silla Net Salice,Title,Default Title,VC563,100900.0,https://vicca.cl/media/catalog/product/s/i/silla-net-salice-01_1.jpg,MERGE
taburete-lido-tortora-nardi,Taburete Lido Tortora Nardi,Title,Default Title,VC564,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-lido-tortora-01.jpg,MERGE
taburete-lido-grafito-nardi,Taburete Lido Grafito Nardi,Title,Default Title,VC565,99500.0,https://vicca.cl/media/catalog/product/t/_/t.lidografitp01.jpg,MERGE
taburete-faro-mini-blanco,Taburete Faro Mini Blanco,Title,Default Title,VC566,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-faro-mini-blanco-01_2.jpg,MERGE
taburete-faro-blanco-nardi,Taburete Faro Blanco Nardi,Title,Default Title,VC568,99500.0,https://vicca.cl/media/catalog/product/f/a/faro-blanco-min_2.jpg,MERGE
taburete-faro-grafito-nardi,Taburete Faro Grafito Nardi,Title,Default Title,VC570,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-faro-mini-grafito01_2_1.jpg,MERGE
taburete-lido-mini-grafito-nardi,Taburete Lido Mini Grafito ,Title,Default Title,VC572,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-lido-mini-grafito01.jpg,MERGE
taburete-lido-mini-tortora-nardi,Taburete Lido Mini Tortora,Title,Default Title,VC573,99500.0,https://vicca.cl/media/catalog/product/t/a/taburete-lido-mini-tortora-o01.jpg,MERGE
taburete-trill-blanco-nardi,Taburete Trill Blanco Nardi ,Title,Default Title,VC578,98600.0,https://vicca.cl/media/catalog/product/t/a/taburete-trill-blanco01.jpg,MERGE
taburete-trill-mini-grafito,Taburete Trill Mini Grafito,Title,Default Title,VC579,119500.0,https://vicca.cl/media/catalog/product/t/a/taburete-trill-mini-grafito01.jpg,MERGE
taburete-net-senape,Taburete Net Senape,Title,Default Title,VC581,104800.0,https://vicca.cl/media/catalog/product/t/a/taburte-net-senape.jpg,MERGE
taburete-mini-net-senape,Taburete Net Mini Senape,Title,Default Title,VC582,104800.0,https://vicca.cl/media/catalog/product/t/a/taburete-net-mini-senape.jpg,MERGE
silla-gent,Silla Gent ,Title,Default Title,VC585,139000.0,https://vicca.cl/media/catalog/product/g/e/gent22_2.jpg,MERGE
silla-andes,Silla Andes Lite,Title,Default Title,VC586,120000.0,https://vicca.cl/media/catalog/product/a/n/andes-1.jpg,MERGE
silla-trill-senape-sin-brazos-nardi,Silla Trill Senape Nardi,Title,Default Title,VC587,101100.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-senape-01_2.jpg,MERGE
silla-trill-ottanio-sin-brazos-nardi,Silla Trill Ottanio Nardi,Title,Default Title,VC590,101100.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-ottanio-01_2.jpg,MERGE
silla-trill-grafito-sin-brazos-nardi,Silla Trill Grafito Nardi,Title,Default Title,VC591,101100.0,https://vicca.cl/media/catalog/product/s/i/silla-trill-grafito-01_1.jpg,MERGE
silla-plimode,Silla Plimode,Title,Default Title,VC593,655000.0,https://vicca.cl/media/catalog/product/p/l/plimode-negra_02.jpg,MERGE
silla-lives-colores,Silla Lives ,Title,Default Title,VC622,830000.0,https://vicca.cl/media/catalog/product/l/i/lives_celeste_2.jpg,MERGE
silla-blaze,Silla Blaze ,Title,Default Title,VC612,203000.0,https://vicca.cl/media/catalog/product/c/a/captura_de_pantalla_2026-03-09_a_la_s_12.24.03.png,MERGE
escritorio-standing-desk,Standing Desk Patagonia,Title,Default Title,VC614,268900.0,https://vicca.cl/media/catalog/product/2/_/2.png,MERGE
reposera-omega-grafito,Reposera Omega Grafito,Title,Default Title,VC628,278800.0,https://vicca.cl/media/catalog/product/r/e/reposera-omega-grafito-01_1024x1024.jpg,MERGE
reposera-atlantico-tortora,Reposera Atlántico Tortora,Title,Default Title,VC627,313000.0,https://vicca.cl/media/catalog/product/i/m/img_1274.jpg,MERGE
reposera-omega-tortora,Reposera Omega Tortora,Title,Default Title,VC629,278800.0,https://vicca.cl/media/catalog/product/r/e/reposera-omega-beige-01_1024x1024.jpg,MERGE
poltrona-monet-trineo-rojo,Poltrona Monet Trineo Rojo,Title,Default Title,VC630,329900.0,https://vicca.cl/media/catalog/product/p/o/poltrona_monet_trineo_rojo_1_vicca_2.jpg,MERGE
poltrona-monet-trineo-petroleo,Poltrona Monet Trineo Petroleo,Title,Default Title,VC633,329900.0,https://vicca.cl/media/catalog/product/p/o/poltrona_monet_petroleo_1_vicca_1.jpg,MERGE
silla-q3-malla-negra,Silla Q3 Negra ,Title,Default Title,VC637,140000.0,https://vicca.cl/media/catalog/product/q/3/q3_negra_2_2.jpg,MERGE
silla-y10-media-cajero-ecocuero,Silla Y10 Media Cajero,Title,Default Title,VC641,150000.0,https://vicca.cl/media/catalog/product/s/i/silla_y10_cajero_vicca_2_3.jpg,MERGE
silla-abuela-colores,Silla Abuela,Title,Default Title,VC643,122100.0,https://vicca.cl/media/catalog/product/a/b/abuela_roja_3_2.jpg,MERGE
silla-bakhita-colores,Silla Bakhita ,Title,Default Title,VC645,122100.0,https://vicca.cl/media/catalog/product/b/a/bakhita_blanca_2.jpg,MERGE
silla-job-gris-blanca,Silla Job Gris,Title,Default Title,VC648,188000.0,https://vicca.cl/media/catalog/product/j/o/job-gris-02.jpg,MERGE
