handle,magento_title,magento_price,shopify_title,shopify_price,shopify_status,shopify_has_image,estado
acc-general-3-cuerpos,,,General: 3 Cuerpos,59200.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-110-cm-ancho-x-60-cm-profundidad,,,General: 110 cm Ancho x 60 cm Profundidad,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-azul-especial,,,General: Ecocuero Azul Especial,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-ciruela,,,General: Tela Escocia Ciruela,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-azul-marino,,,General: Tela Color Azul Marino,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-16-mts-ancho-x-70-cm-profundidad,,,"General: 1,6 mts Ancho x 70 cm Profundidad",99900.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-cajonera-movil-laminada-3-con-cajones,,,Opcionales: Cajonera Móvil Laminada 3 con Cajones,205000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-cojines-tapizados-en-ecocuero,,,Tapiz: Cojines Tapizados en Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-cubierta-escritorio-ver-muestrario-cerezo-agreste,,,Color Cubierta Escritorio (Ver Muestrario): Cerezo Agreste,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-altura-77-cm,,,General: Altura 77 cm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-plomo,,,General: Tapiz New Glock Plomo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-estructura-pintada,,,General: Estructura pintada,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-respaldo-blanco,,,Color Respaldo: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cabecero-de-ecocuero-o-tela,,,General: Cabecero de ecocuero o tela,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-crema,,,General: Crema,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-negra,,,General: Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-adicionales-cabecero,,,Adicionales: Cabecero,18500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-malla-color-azul,,,Malla Color: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-brazo-regulable-2d,,,Brazos: Brazo Regulable 2D,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-100-cms-de-diametro,,,General: 100 cms de  Diámetro,40000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-ecoclean-lavable-antimancha-para-1-cuerpo,,,Tapiz: Ecoclean Lavable Antimancha para 1 cuerpo,99723.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-entrega-de-silla-armada-no,,,entrega de silla armada: No,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-beige,,,COLORES: Beige,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-en-3d-pu,,,General: Brazos Regulables en 3D PU,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-lana-tela,,,General: Lana  (Tela),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cabecero-negro,,,General: Cabecero negro,9990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cerezo-agreste,,,General: Cerezo Agreste,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-escritorio-medidas-cubierta-110-cm-ancho-x-60-cm-profundidad,,,Escritorio Medidas Cubierta: 110 cm Ancho x 60 cm Profundidad,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-verde,,,General: Tapiz Venetto Verde,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-azul-caribe,,,General: Ecocuero Azul Caribe,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-estructura-estructura-negra,,,Estructura: Estructura Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-aro-apoya-pies-aro-nylon-negro,,,Aro Apoya Pies: Aro Nylon Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-tapiz-escocia-almendra,,,Tapiz: Tapiz Escocia Almendra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-cafe,,,General: Tela Color Café,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-c-soft,,,General: C-Soft,17000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-indicar-color-segun-muestrario-ecocuero,,,Indicar Color según Muestrario: Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-incluir-brazo-opuesto-a-paleta,,,General: Incluir Brazo Opuesto a Paleta,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ruedas-desmopan-65mm-para-piso-flotante,,,General: Ruedas Desmopan 65mm (Para Piso Flotante),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-gris,,,Color: Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-1-brazo-con-paleta,,,General: 1 Brazo con Paleta,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-5-cuerpos,,,General: 5 Cuerpos,233000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-naranja,,,General: Tapiz Escocia Naranja,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-no,,,General: No,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-mecanismo-con-4-posiciones-de-bloqueo,,,General: Mecanismo con 4 Posiciones de Bloqueo,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tortora,,,General: Tortora,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-mostaza,,,General: Mostaza,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-polipropileno-arena,,,Color Polipropileno: Arena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-color-a-eleccion,,,General: Color a Eleccion,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-y-invertida-aluminio-pulido,,,General: Patas Y Invertida Aluminio Pulido,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-80-cms-de-diametro,,,General: 80 cms de  Diámetro,20000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-carmin,,,General: Carmin,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-de-brazos,,,General: Par de Brazos,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-azul,,,General: Tapiz New Glock Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-patas-patas-cromadas,,,Color Patas: Patas cromadas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-recta-negra,,,General: Pata Recta negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-agave,,,General: Agave,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-cabecero-ancho-malla-fijo,,,Opcionales: Cabecero Ancho Malla Fijo,177000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-blanco-plus,,,General: Ecocuero Blanco Plus,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-tapiz-cuero-natural-consultar-colores-disponibles,,,Opcional: Tapiz Cuero Natural (Consultar Colores Disponibles),233000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-fijos-golf,,,General: Brazos fijos Golf,10000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-cromadas,,,General: Patas Cromadas,8990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-arena,,,General: Arena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ruedas-desmopan,,,General: Ruedas Desmopán,8430.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-patas-y-invertida-pintada-negro,,,Patas: Patas Y Invertida  Pintada negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-terrano,,,General: Terrano,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-corallo,,,General: Corallo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-luna-pintada-negra,,,General: Pata Luna Pintada Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-blanco,,,General: Blanco,800.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-brazos-regulables-2d-tpu,,,Brazos: Brazos Regulables 2D  TPU,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-tabaco,,,General: Tela Escocia Tabaco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-estrella,,,General: Gris Estrella,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-azul-rey,,,General: Tela Escocia Azul Rey,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-brazos-regulables-2d-pu,,,Brazos: Brazos Regulables 2D PU,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-3-cuerpo,,,General: 3 Cuerpo,230000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-color-negr,,,General: Pata Color Negr,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-entrega-de-la-silla-armada-no,,,entrega de la silla armada: No,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-zafiro,,,General: Zafiro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-tortora,,,Color: Tortora,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-rojo-fuego,,,General: Tapiz Escocia Rojo Fuego,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables,,,General: Brazos Regulables,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-tela-lana,,,TAPIZ: Tela Lana,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-respaldo-polipropileno-azul,,,Color Respaldo Polipropileno: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-cuero-natural-consultar-colores-disponibles,,,General: Tapiz Cuero Natural (Consultar Colores Disponibles),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-verde,,,General: Tapiz New Glock Verde,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patines-negros-en-vez-de-ruedas,,,General: Patínes Negros en vez de ruedas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-100-cm,,,General: 100 CM,90000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-tela,,,General: Tapiz Tela,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cromadas,,,General: Cromadas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-con-cabecero,,,General: Con cabecero,11000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-negras,,,General: Negras,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-agave,,,Colores: Agave,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-blanco-brillante,,,General: Blanco Brillante,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-desplazador,,,General: Desplazador,20000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela,,,General: Tela,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-13-mts-ancho-x-60-cm-profundidad,,,"General: 1,3 mts Ancho x 60 cm Profundidad",9200.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-noce-cafe-late,,,General: Noce Cafe Late,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-rojo,,,General: Tapiz Venetto Rojo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-manzana,,,General: Tapiz New Glock Manzana,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-cabecero-malla-fijo,,,Opcionales: Cabecero Malla Fijo,166000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-negro,,,General: Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-mandarina,,,General: Tela Escocia Mandarina,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-2-cajoneras-movil-laminada-3-cajones,,,Opcionales: 2 Cajoneras Móvil Laminada 3 Cajones,433000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-estructura-4-patas-negras,,,Estructura: 4 Patas Negras,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-plasticos-negros-con-pad-negro,,,General: Brazos Plásticos Negros con Pad Negro,26000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorios-patines-negros-en-vez-de-ruedas,,,Accesorios: Patínes Negros en vez de ruedas,9990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-altura-67-cm,,,General: Altura 67 cm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-ruedas-desmopan,,,Opcionales: Ruedas desmopan,9750.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-14-mts-ancho-x-60-cm-profundidad,,,"General: 1,4 mts Ancho x 60 cm Profundidad",17700.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-gris-nevado,,,General: Tela Escocia Gris Nevado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sin-cabecero,,,General: Sin cabecero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-cromada,,,General: Base Cromada,11250.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-patas-pata-cromada,,,Color Patas: Pata Cromada,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-a1-negra-agotada,,,General: A1. Negra (agotada),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patin-negro,,,General: Patín Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-extras-cabecero,,,Extras: Cabecero,24600.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-oliva,,,General: Oliva,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ruedas,,,General: Ruedas,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medidas-ancho-405cm-x-profundidad-50cm-x-altura-725cm,,,"Medidas: Ancho 40,5cm x Profundidad 50cm x Altura 72,5cm",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-burdeo,,,General: Tela Color Burdeo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-pata-gris,,,Color Pata: Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-polipropileno-negro,,,Color Polipropileno: Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-aluminio,,,General: Pata Y invertida  Aluminio,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecoclean-lavable-antimancha-para-1-cuerpo,,,General: Ecoclean Lavable Antimancha para 1 cuerpo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-rojo-tomate,,,General: Tela Escocia Rojo Tomate,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cajonera-movil-laminada-3-con-cajones,,,General: Cajonera Móvil Laminada 3 con Cajones,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-base-cromada,,,Opcional: Base Cromada,20000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-negro,,,General: Pata Y invertida Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-aarena,,,General: Aarena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-sin-brazos,,,Brazos: Sin Brazos,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brown-oak,,,General: Brown Oak,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-cabecero,,,Opcionales: Cabecero,18000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-nordic-3-cuerpos,,,General: Nordic 3 Cuerpos,60000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-2,,,General: 2,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-semi-sincronico-brazos-2d,,,General: Semi-sincronico/ Brazos 2D,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-negro,,,General: Tapiz New Glock Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-14-mts-ancho-x-06-mts-profundidad,,,"General: 1,4 mts Ancho x 0,6 mts Profundidad",30000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-new-glock-caoba,,,General: Tapiz New Glock Caoba,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ancho-405cm-x-profundidad-50cm-x-altura-725cm,,,"General: Ancho 40,5cm x Profundidad 50cm x Altura 72,5cm",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazo-incluir-brazo-opuesto-a-paleta,,,Brazo: Incluir Brazo Opuesto a Paleta,17000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-grafito,,,Color: Grafito,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-azul-especial,,,General: Tapiz Venetto Azul Especial,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecoclean-lavable-antimancha-para-3-cuerpos,,,General: Ecoclean Lavable Antimancha para 3 cuerpos,180548.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-aarena,,,Color: Aarena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-cuerpos-1-cuerpo,,,Cuerpos: 1 Cuerpo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-15-x-14-mts-06x-05-mts-profundidad,,,"General: 1,5 x 1,4 mts / 0,6x 0,5 mts Profundidad",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-nylon-negra,,,General: Base Nylon Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-regulable-brc-28-pp,,,General: Brazo Regulable BRC 28 PP,24000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-color-gris,,,Patas: Pata Color Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-estrella-y-aro-apoya-pies-sin-aro,,,Base estrella y Aro Apoya Pies: Sin aro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-lavable-ecoclean-nordic-2-cuerpos,,,Tapiz Lavable Ecoclean: Nordic 2 Cuerpos,40000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cojines-tapizados-en-ecocuero,,,General: Cojines Tapizados en Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-blanco,,,Color: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazo-regulable-2d,,,General: Brazo Regulable 2D,22000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-provincial-oak,,,General: Provincial Oak,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-pack-6-cajoneras-movil-laminada-3-con-cajones,,,Opcionales: Pack 6 Cajoneras Móvil Laminada 3 con Cajones,1290000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-naranjo,,,General: Tela Color Naranjo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medidas-ancho-405cm-x-profundidad-50cm-x-altura-568cm,,,"Medidas: Ancho 40,5cm x Profundidad 50cm x Altura 56,8cm",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-2d-en-tpu,,,General: Brazos Regulables 2D en TPU,22000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-asiento-indicar-segun-muestrario-ecocuero,,,Color Asiento Indicar Según Muestrario: Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-3,,,General: 3,32000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-rojo,,,Color: Rojo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-adicional-sin-rejilla-universitaria,,,ADICIONAL: Sin Rejilla Universitaria,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorios-base-nylon,,,Accesorios: Base nylon,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-segun-muestrario-ecocuero-verde-pistacho,,,Colores Según Muestrario: Ecocuero Verde Pistacho,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-naranja,,,General: Naranja,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-gris,,,General: Tapiz Venetto Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-estructura-cromada,,,Estructura: Cromada,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-vainilla,,,General: Vainilla,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-aro-apoya-pies-aro-cromado,,,ARO APOYA PIES: Aro Cromado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-negro,,,General: Tapiz Escocia Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-verde-pistacho,,,General: Tapiz Venetto Verde Pistacho,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-respaldo-malla-azul,,,Color Respaldo Malla: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medida-cubierta-por-puesto-de-trabajo-12-mts-ancho-x-60-cm-profundidad,,,"Medida Cubierta por Puesto de Trabajo: 1,2 mts Ancho x 60 cm Profundidad",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-aluminio,,,General: Base Aluminio,30000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-amarillo,,,Color: Amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-almendra,,,General: Tapiz Escocia Almendra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-adicional-sin-rejilla,,,ADICIONAL: Sin rejilla,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-diametro-60-cms-de-diametro,,,Diametro: 60 cms de  Diámetro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-60-cms-de-diametro,,,General: 60 cms de  Diámetro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-esmerarla,,,General: Tapiz Escocia Esmerarla,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-cabecero-con-cabecero,,,CABECERO: Con cabecero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-estructura-metalica-blanco-mt,,,Color Estructura Metálica: Blanco MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-estructura-metalica-blanco,,,Color Estructura Metálica: Blanco,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-componente-adicional-base-aluminio,,,COMPONENTE ADICIONAL: Base Aluminio,33000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-respaldo-polipropileno-color-negro,,,Respaldo Polipropileno Color: Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-y-invertida-pintada-negra,,,Patas: Pata Y invertida Pintada negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-tela-o-ecocuero-o-verona,,,Tapiz: Tela o Ecocuero o Verona,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-plasticos-amarillo,,,Color Plásticos: Amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
