handle,magento_title,magento_price,shopify_title,shopify_price,shopify_status,shopify_has_image,estado
acc-general-4-patas-negras,,,General: 4 Patas Negras,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero,,,General: Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ruedas-desmopan-para-piso-flotante,,,General: Ruedas Desmopan (Para Piso Flotante),11000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-cubierta-escritorio-ver-muestrario-alumnia,,,Color Cubierta Escritorio (Ver Muestrario): Alumnia,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-cromada,,,General: Pata Cromada,9000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-pintada-negro,,,General: Pata Y invertida Pintada Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-nordic-4-cuerpos,,,General: Nordic 4 cuerpos,80000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-rosado,,,General: Rosado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-45-mts-ancho-x-14-mts-profundidad-puesto-de-15-mts-ancho-por-70cm-profundidad,,,"General: 4,5 mts Ancho x 1,4 mts Profundidad (Puesto de 1,5 mts ancho por 70cm profundidad)",172500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-verde-tilo,,,General: Tapiz Escocia Verde Tilo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-brazos-aluminio-pulido-pad-blanco,,,General: Par Brazos aluminio pulido Pad blanco,93000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-pedestal-metalico-blanco-mt,,,Color Pedestal  Metálico: Blanco MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorio-base-aluminio,,,Accesorio: Base Aluminio,38000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-naranjo,,,General: Tapiz Venetto Naranjo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-nylon,,,General: Base Nylon,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-y-invertida-negro,,,Patas: Pata Y invertida Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sin-brazo,,,General: Sin Brazo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-tapiz-ecocuero-venetto,,,Tapiz: Tapiz Ecocuero Venetto,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-de-asiento-en-polipropileno-arena,,,Color de Asiento en Polipropileno: Arena,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-mecanismo-semi-sincronico-brazos-2d,,,Mecanismo: Semi-sincronico/ Brazos 2D,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-white-oak,,,General: White Oak,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-asiento-y-respaldo-segun-muestrario-ecocuero-verde-pistacho,,,Color Asiento y Respaldo Según Muestrario: Ecocuero Verde Pistacho,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-negro-agotado,,,General: Negro agotado,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tapiz-asiento-segun-muestrario-tapiz-escocia-almendra,,,Tapiz Asiento según Muestrario: Tapiz Escocia Almendra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-tamano-cubierta-diametro-80-cm,,,Tamaño Cubierta: Diametro 80 cm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-apoyo-lumbar,,,General: Apoyo Lumbar,95500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-cabecero-y-colgador,,,Opcionales: Cabecero y colgador,22000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-azul,,,Color: Azul,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-cafe-moro,,,General: Tapiz Venetto Cafe Moro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-accesorios-apoyo-lumbar,,,Accesorios: Apoyo Lumbar,48635.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcionales-4-cajoneras-movil-laminada-3-con-cajones,,,Opcionales: 4 Cajoneras Móvil Laminada 3 con Cajones,860000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-escocia-azul-arrecife,,,General: Tela Escocia Azul Arrecife,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-azul-caribe,,,General: Tapiz Venetto Azul Caribe,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-luna-cromada,,,General: Pata Luna cromada,33000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-vento-en-pu,,,General: Brazos Regulables Vento en PU,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-ecocuero,,,General: Tapiz Ecocuero,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-pata-color-negro,,,Patas: Pata Color Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-venetto-marfil,,,General: Tapiz Venetto Marfil,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-azul-arrecife,,,General: Tapiz Escocia Azul Arrecife,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sin-rejilla-universitaria,,,General: Sin Rejilla Universitaria,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-recta,,,General: Pata Recta,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-amarillo,,,General: Ecocuero Amarillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-asiento-tapizado-cojin-tapizado-en-tela-verona,,,Asiento tapizado: Cojín tapizado en tela Verona,13000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-24-mts-ancho-x-12-mts-profundidad-puesto-de-12-mts-ancho-por-60-cm-profundidad,,,"General: 2,4 mts Ancho x 1,2 mts Profundidad (Puesto de 1,2 mts ancho por 60 cm profundidad)",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-cesped,,,General: Césped,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-base-patas-patin,,,BASE PATAS: Patin,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-4-patas-cromadas,,,General: 4 Patas Cromadas,4400.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-150-cm-ancho-x-60-cm-profundidad,,,General: 150 cm Ancho x 60 cm Profundidad,38000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-con-brazos,,,Brazos: Con brazos,18000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ruedas-desmopan-50mm,,,General: Ruedas Desmopan 50mm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-ciruela,,,General: Tapiz Escocia Ciruela,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-aluminio-pulido,,,General: Pata Y invertida Aluminio pulido,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-medida-especial-solicitar-cotizacion,,,General: Medida Especial Solicitar Cotización,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-4-cuerpos,,,General: 4 Cuerpos,126400.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-1-cuerpo,,,General: 1 Cuerpo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-170-cm-ancho-x-60-cm-profundidad,,,General: 170 cm Ancho x 60 cm Profundidad,58000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-120-cm-ancho-x-60-cm-profundidad,,,General: 120 cm Ancho x 60 cm Profundidad,10200.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-par-de-brazos-iso,,,General: Par de Brazos Iso,17080.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-pp,,,General: Brazos Regulables pp,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-extra-revistero,,,EXTRA: Revistero,90000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-medida-total-bateria-de-trabajo-36-mts-ancho-x-12-mts-profundidad-puesto-de-12-mts-ancho-por-60cm-profundidad,,,"Medida Total Batería de Trabajo: 3,6 mts Ancho x 1,2 mts Profundidad (Puesto de 1,2 mts ancho por 60cm profundidad)",0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-color-negro,,,General: Pata Color Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-malla-color-gris,,,Malla Color: Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-brazos-brazos-fijos-golf-pp,,,Brazos: Brazos Fijos Golf PP,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-opcional-base-aluminio,,,opcional: Base Aluminio,33000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-con-brazos-pp,,,General: Con brazos pp,14000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-brazos-regulables-en-tpu,,,General: Brazos Regulables en TPU,25000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-con-rejilla,,,General: Con rejilla,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-sincronico-brazos-3d,,,General: Sincrónico/ / Brazos 3D,61000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris,,,General: Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-estructura-cromada,,,General: Estructura Cromada,8990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-mandarina,,,General: Tapiz Escocia Mandarina,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-respaldo-negro,,,Color Respaldo: Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-gris,,,General: Ecocuero Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tela-color-gris,,,General: Tela Color Gris,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-5,,,General: 5,146000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patines,,,General: Patines,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-negras-agotada,,,General: Patas Negras ( AGOTADA),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-130-cm-ancho-x-60-cm-profundidad,,,General: 130 cm Ancho x 60 cm Profundidad,19500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-asiento-alumino-mt,,,Color Asiento: Alumino MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ancho-30cm-x-profundidad-50cm-x-altura-60cm,,,General: Ancho 30cm x Profundidad 50cm x Altura 60cm,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-color-plasticos-verde,,,Color Plásticos: Verde,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-celeste,,,General: Celeste,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ancho-39cm-x-profundidad-50cm-x-altura-60cm,,,General: Ancho 39cm x Profundidad 50cm x Altura 60cm,4500.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-niebla,,,General: Niebla,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-negro,,,General: Ecocuero Negro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-paleta-nacional-universitaria,,,General: Paleta Nacional Universitaria,31000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-negro-mt,,,General: Negro MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-patas-color-negro-agotada,,,Patas: Patas Color Negro( AGOTADA),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-respaldo-medio,,,Respaldo: Medio,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-oscuro,,,General: Gris Oscuro,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-pata-y-invertida-pintada-negra,,,General: Pata Y invertida Pintada negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-mango,,,General: Tapiz Escocia Mango,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-grafito,,,General: Grafito,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecocuero-ecolife,,,General: Ecocuero Ecolife,22000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-ecol-ecocuero,,,General: Ecol (Ecocuero),0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-negras,,,General: Patas Negras,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-patas-base-negra,,,Patas: Base Negra,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-granadillo,,,General: Granadillo,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-16-mts-ancho-x-07-mts-profundidad,,,"General: 1,6 mts Ancho x 0,7 mts Profundidad",60000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-tapiz-escocia-gris-raton,,,General: Tapiz Escocia Gris Ratón,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-15-mts-ancho-x-06-mts-profundidad,,,"General: 1,5  mts Ancho x 0,6 mts Profundidad",40000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-con-rejilla-universittaria,,,General: Con Rejilla Universittaria,15000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-patas-grises,,,General: Patas Grises,2990.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-colores-mostaza,,,COLORES: Mostaza,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-base-aluminio-piston-140-mm,,,General: Base Aluminio + Piston 140 mm,55000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-aro-aro-nylon,,,ARO: Aro Nylon,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-marfil,,,General: Marfil,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-gris-mt,,,General: Gris MT,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-paleta-universitaria,,,General: Paleta Universitaria,28000.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
acc-general-verona,,,General: Verona,0.0,active,False,⚠️ SOLO EN SHOPIFY (sin equivalente en Magento)
silla-iso-smart-completa-tap,Silla Iso Smart Tapizada Italiana ,60600.0,Silla Iso Smart Tapizada Italiana,60600.0,active,True,✅ OK
silla-isosceles,Silla Isosceles Italiana ,52700.0,Silla Isosceles Italiana,52700.0,active,True,✅ OK
silla-kyos-asiento-tapizado,Silla Kyos Asiento Tapizado,95000.0,Silla Kyos Asiento Tapizado,95000.0,active,True,✅ OK
silla-kyos-tapizada,Silla Kyos Tapizada,101000.0,Silla Kyos Tapizada,101000.0,active,True,✅ OK
silla-strong,Silla Strong,52500.0,Silla Strong,52500.0,active,True,✅ OK
silla-urban-4-patas,Silla Urban 4 patas,133000.0,Silla Urban 4 patas,133000.0,active,True,✅ OK
silla-atton-alto,Silla Atton Alto,180000.0,Silla Atton Alto,180000.0,active,True,✅ OK
silla-bishop-baja-negra,Silla Bishop Baja Negra,144000.0,Silla Bishop Baja Negra,144000.0,active,True,✅ OK
silla-ioo-black,Silla Ioo Black,469000.0,Silla Ioo Black,469000.0,active,True,✅ OK
silla-cozy-syncro,Silla Cozy Syncro,204000.0,Silla Cozy Syncro,204000.0,active,True,✅ OK
silla-matrix-syncro,Silla Matrix Syncro,196600.0,Silla Matrix Syncro,196600.0,active,True,✅ OK
silla-atton-medio,Silla Atton Medio,185000.0,Silla Atton Medio,185000.0,active,True,✅ OK
silla-bishop-baja-blanca,Silla Bishop Baja Blanca,144000.0,Silla Bishop Baja Blanca,144000.0,active,True,✅ OK
silla-ergohuman-cuero,Silla Ergohuman Elite Cuero,750000.0,Silla Ergohuman Elite Cuero,750000.0,active,True,✅ OK
silla-panal,Silla Panal,377000.0,Silla Panal,377000.0,active,True,✅ OK
silla-logic,Silla Logic,86072.0,Silla Logic,86072.0,active,True,✅ OK
silla-isonet,Silla Isonet,55500.0,Silla Isonet,55500.0,active,True,✅ OK
silla-alex-media-pivotal,Silla Alex Media Pivotal,85000.0,Silla Alex Media Pivotal,85000.0,active,True,✅ OK
silla-aviator-media-pivotal,Silla Aviator Media Pivotal,101000.0,Silla Aviator Media Pivotal,101000.0,active,True,✅ OK
silla-bishop-fija-trineo-blanca,Silla Bishop Fija Blanca,96600.0,Silla Bishop Fija Blanca,96600.0,active,True,✅ OK
silla-cozy-alta-pivotal,Silla Cozy Alta Pivotal,133000.0,Silla Cozy Alta Pivotal,133000.0,active,True,✅ OK
silla-drop-alta-pivotal,Silla Drop Alta Pivotal,133000.0,Silla Drop Alta Pivotal,133000.0,active,True,✅ OK
silla-duomo,Silla Duomo,162990.0,Silla Duomo,162990.0,active,True,✅ OK
silla-flash-alta-pivotal,Silla Flash Alta Pivotal,125000.0,Silla Flash Alta Pivotal,125000.0,active,True,✅ OK
silla-genova-reclinable,Silla Genova Reclinable,79000.0,Silla Genova Reclinable,79000.0,active,True,✅ OK
silla-lady-blanca-reclinable,Silla Lady Gris,126000.0,Silla Lady Gris,126000.0,active,True,✅ OK
silla-matrix-alta-pivotal,Silla Matrix Alta Pivotal,153300.0,Silla Matrix Alta Pivotal,153300.0,active,True,✅ OK
silla-torino-1-alta-pivotal,Silla Torino 1 Alta Pivotal,88000.0,Silla Torino 1 Alta Pivotal,88000.0,active,True,✅ OK
silla-rudy-alta-pivotal,Silla Rudy Alta Pivotal,75000.0,Silla Rudy Alta Pivotal,75000.0,active,True,✅ OK
silla-dream-malla,Silla Dream Malla,137000.0,Silla Dream Malla,137000.0,active,True,✅ OK
silla-dream-tapizada,Silla Dream Tapizada,108000.0,Silla Dream Tapizada,108000.0,active,True,✅ OK
silla-dream-tapizada-trineo,Silla Dream Tapizada Trineo,150000.0,Silla Dream Tapizada Trineo,150000.0,active,True,✅ OK
silla-iso-revolution-tapizada,Silla Iso Revolution Tapizada,78000.0,Silla Iso Revolution Tapizada,78000.0,active,True,✅ OK
silla-bishop-fija-trineo-negra,Silla Bishop Fija Negra,96600.0,Silla Bishop Fija Negra,96600.0,active,True,✅ OK
silla-mirror,Silla Mirror,89990.0,Silla Mirror,89990.0,active,True,✅ OK
silla-carson-fija-trineo-gris,Silla Carson Fija Gris,105000.0,Silla Carson Fija Gris,105000.0,active,True,✅ OK
silla-universitaria-iso-revolution-malla,Silla Iso Revolution Universitaria Malla,177000.0,Silla Iso Revolution Universitaria Malla,177000.0,active,True,✅ OK
silla-universitaria-kyos-respaldo-plastico-asiento-tapizado,Silla Universitaria Kyos Respaldo Plastico,144000.0,Silla Universitaria Kyos Respaldo Plastico,144000.0,active,True,✅ OK
silla-sophie-beige-hogar-diseno,Silla Sophie Beige,64000.0,Silla Sophie Beige,64000.0,active,True,✅ OK
banqueta-cosmos-pata-recta,Banqueta Cosmos Pata Splitz,128000.0,Banqueta Cosmos Pata Splitz,128000.0,active,True,✅ OK
banqueta-spring-tapizada-pata-recta-negra,"Banqueta Spring Tapizada, Pata Recta",160000.0,"Banqueta Spring Tapizada, Pata Recta",160000.0,active,True,✅ OK
banqueta-iso-plastica,Banqueta Iso Plastica,120000.0,Banqueta Iso Plastica,120000.0,active,True,✅ OK
silla-universitaria-novaiso,Silla Universitaria Iso,66000.0,Silla Universitaria Iso,66000.0,active,True,✅ OK
silla-universitaria-isosceles-tapizada,Silla Universitaria Isosceles ,85000.0,Silla Universitaria Isosceles,85000.0,active,True,✅ OK
banqueta-alice-polipropileno-plastico-pata-luna-cromada,Banqueta Alice Polipropileno Pata Luna Cromada,180000.0,Banqueta Alice Polipropileno Pata Luna Cromada,180000.0,active,True,✅ OK
banqueta-alice-polipropileno-plastico-pata-splitz,Banqueta Alice Polipropileno ,144000.0,Banqueta Alice Polipropileno,144000.0,active,True,✅ OK
silla-tossy,Silla Tossy,128000.0,Silla Tossy,128000.0,active,True,✅ OK
silla-shell-asiento-tapizado,Silla Shell Asiento Tapizado,101000.0,Silla Shell Asiento Tapizado,101000.0,active,True,✅ OK
silla-delta-malla-trineo,Silla Delta Malla Trineo,166000.0,Silla Delta Malla Trineo,166000.0,active,True,✅ OK
silla-alex-alta-pivotal,Silla Alex Alta Pivotal,85000.0,Silla Alex Alta Pivotal,85000.0,active,True,✅ OK
silla-yes-negra,Silla YES Negra,77000.0,Silla YES Negra,77000.0,active,True,✅ OK
banqueta-kyos-respaldo-malla,Banqueta Kyos Respaldo Malla,390000.0,Banqueta Kyos Respaldo Malla,390000.0,active,True,✅ OK
silla-carson-fija-trineo-negra,Silla Carson Fija Negra,105000.0,Silla Carson Fija Negra,105000.0,active,True,✅ OK
silla-big-boss-blanca,Silla Big Boss Blanca,199000.0,Silla Big Boss Blanca,199000.0,active,True,✅ OK
silla-aria,Silla Aria,104000.0,Silla Aria,104000.0,active,True,✅ OK
silla-leandra-fija-trineo,Silla Leandra Fija,143500.0,Silla Leandra Fija,143500.0,active,True,✅ OK
taburete-carson-negra,Taburete Carson Negra,65600.0,Taburete Carson Negra,65600.0,active,True,✅ OK
taburete-carson-verde,Taburete Carson Verde,65600.0,Taburete Carson Verde,65600.0,active,True,✅ OK
taburete-carson-golden,Taburete Carson Golden,65600.0,Taburete Carson Golden,65600.0,active,True,✅ OK
silla-carson-alta-negra,Silla Carson Alta Negra,135000.0,Silla Carson Alta Negra,135000.0,active,True,✅ OK
silla-carson-alta-gris,Silla Carson Alta Gris,136000.0,Silla Carson Alta Gris,136000.0,active,True,✅ OK
silla-carson-baja-golden,Silla Carson Baja Golden,128000.0,Silla Carson Baja Golden,128000.0,active,True,✅ OK
silla-dsw-estilo-eames-kids-amarilla,Silla Dsw Eames Kids Amarilla,22000.0,Silla Dsw Eames Kids Amarilla,22000.0,active,True,✅ OK
silla-bishop-alta-cafe,Silla Bishop Alta Cafe,144000.0,Silla Bishop Alta Cafe,144000.0,active,True,✅ OK
taburete-dsw-eames-blanco,Taburete Dsw Eames Blanco,127500.0,Taburete Dsw Eames Blanco,127500.0,active,True,✅ OK
silla-priamo-baja-negra,Silla Priamo Baja Negra,172000.0,Silla Priamo Baja Negra,172000.0,active,True,✅ OK
silla-priamo-alta-cafe,Silla Priamo Alta Cafe,179900.0,Silla Priamo Alta Cafe,179900.0,active,True,✅ OK
silla-priamo-fija-trineo-negra,Silla Priamo Fija Negra,125000.0,Silla Priamo Fija Negra,125000.0,active,True,✅ OK
silla-big-boss,Silla Big Boss,150000.0,Silla Big Boss,150000.0,active,True,✅ OK
silla-universitaria-uni,Silla Universitaria Uni,79617.0,Silla Universitaria Uni,79617.0,active,True,✅ OK
taburete-race-colores,Taburete Race,122000.0,Taburete Race,122000.0,active,True,✅ OK
silla-y10-media,Silla Y10 Media,119000.0,Silla Y10 Media,119000.0,active,True,✅ OK
banqueta-shell-tapizada,Banqueta Shell Mixta,298000.0,Banqueta Shell Mixta,298000.0,active,True,✅ OK
silla-join-negra,Silla Join Negra,211000.0,Silla Join Negra,211000.0,active,True,✅ OK
banqueta-dream-polipropileno,Banqueta Dream Polipropileno,320000.0,Banqueta Dream Polipropileno,320000.0,active,True,✅ OK
banqueta-dream-respaldo-malla,Banqueta Dream Respaldo Malla,377000.0,Banqueta Dream Respaldo Malla,377000.0,active,True,✅ OK
banqueta-dream-tapizada-completa,Banqueta Dream Tapizada Completa,348000.0,Banqueta Dream Tapizada Completa,348000.0,active,True,✅ OK
banqueta-iso-revolution-polipropileno,Banqueta Iso Revolution Polipropileno,288000.0,Banqueta Iso Revolution Polipropileno,288000.0,active,True,✅ OK
banqueta-iso-revolution-respaldo-polipropileno-asiento-tapizado,Banqueta Iso Revolution Respaldo Polipropileno Asiento Tap,315000.0,Banqueta Iso Revolution Respaldo Polipropileno Asiento Tap,315000.0,active,True,✅ OK
banqueta-iso-revolution-tapizada,Banqueta Iso Revolution Tapizada,311000.0,Banqueta Iso Revolution Tapizada,311000.0,active,True,✅ OK
silla-tree-blanca,SILLA TREE BLANCA,59900.0,SILLA TREE BLANCA,59900.0,active,True,✅ OK
banqueta-iso-smart-plastica-italiana,"Banqueta Spring Plástica, Pata Recta ",135000.0,"Banqueta Spring Plástica, Pata Recta",135000.0,active,True,✅ OK
banqueta-kyos-tapizada-completa,Banqueta Kyos Tapizada Completa,353000.0,Banqueta Kyos Tapizada Completa,353000.0,active,True,✅ OK
banqueta-kyos-asiento-tapizada,Banqueta Kyos Asiento Tapizada,360000.0,Banqueta Kyos Asiento Tapizada,360000.0,active,True,✅ OK
banqueta-kyos-polipropileno,Banqueta Kyos Polipropileno,333000.0,Banqueta Kyos Polipropileno,333000.0,active,True,✅ OK
banqueta-layer,Banqueta Layer,159000.0,Banqueta Layer,159000.0,active,True,✅ OK
banqueta-shell-pla-stica,Banqueta Shell Plástica,244000.0,Banqueta Shell Plástica,244000.0,active,True,✅ OK
butaca-florencia,Butaca Florencia,422000.0,Butaca Florencia,422000.0,active,True,✅ OK
banqueta-isonet,Banqueta Isonet,188000.0,Banqueta Isonet,188000.0,active,True,✅ OK
silla-selena-tapiz-organic,SILLA SELENA TAPIZ ORGANIC,98000.0,SILLA SELENA TAPIZ ORGANIC,98000.0,active,True,✅ OK
